Participant,Event Duration [ms],Saccade Start Position X [px],Saccade Start Position Y [px],Saccade End Position X [px],Saccade End Position Y [px],Saccade Amplitude [°],Saccade Acceleration Average [°/s²],Saccade Acceleration Peak [°/s²],Saccade Deceleration Peak [°/s²],Saccade Velocity Average [°/s],Saccade Velocity Peak [°/s],Saccade Peak Velocity at [%],Label
Dalisha board,83,937.9,267,703.7,200.5,8.3,6617.8,13341.7,353.1,148.2,263.9,39.8,B
Dalisha board,98.7,731.6,229.3,360.5,248.9,15.4,9046.1,18935.7,1182.7,195.3,398,49.4,B
Dalisha board,332.6,477.9,270.6,549.9,237.5,3.9,3218.1,12180.1,286.3,55.1,208.2,90.1,B
Dalisha board,66.6,540.8,220.9,388.9,229.8,6.5,5893.4,11188.8,713.7,106.5,247.2,50,B
Dalisha board,2096.7,438.2,189.6,545.1,173.3,5,2027.7,7413,10,35.7,134.9,98.4,B
Dalisha board,99.8,575.6,146.5,1097.1,110.8,25.2,9291.6,21662.4,3.9,257.1,481,50,B
Dalisha board,66.6,1135.8,64.7,964.7,75.8,5.9,11436,19484.8,0.7,141.8,328.3,50.1,B
Dalisha board,49.9,981,70.5,1085.9,92.1,5.9,6172,11673.1,0.8,106.6,186.5,33.3,B
Dalisha board,183,1102.3,89.2,944.7,289.7,12.9,11825.7,30542.5,2191.1,166.2,419.8,27.3,B
Dalisha board,166.4,968.3,271.5,1082.6,55.2,12,8049.3,16095.2,13.3,102.7,341.7,20,B
Dalisha board,266.2,1165.3,65,749.1,439.5,25.1,17849.4,48015.2,21.8,286.7,743.1,12.7,B
Dalisha board,83.2,755.2,424.4,662.3,208.7,10.6,6360.5,16248.1,532.2,131.8,286.9,40,B
Dalisha board,282.9,679.4,204.6,295.2,24.5,16,5371.7,16558.7,345.4,84.7,414.4,11.8,B
Dalisha board,599,369.8,23.4,859,715.5,37,12326.4,43030.8,1.1,237.1,658.1,83.3,B
Dalisha board,216.6,807.4,665.2,906,614.7,5.2,3983.8,10253.9,761.6,63.8,153.4,7.7,B
Dalisha board,66.9,866.2,595.7,962.5,580.7,4.6,5832.7,10516.5,62.8,75.4,185.8,49.8,B
Dalisha board,83.2,903.3,563.1,593.9,601.6,13.5,7910.7,16163.5,85.6,177.7,361.8,60,B
Dalisha board,5091.6,682.2,603.8,533,88.8,25.7,3617.1,17518.5,10.7,88.3,371.3,1,B
Dalisha board,49.9,593.4,772.8,616.1,817.7,2.2,7661.3,11958.3,1321.9,69.6,167,33.6,B
Dalisha board,49.9,619.4,722.5,635.2,726,0.8,830.2,1408.1,516.4,18.7,33.1,67.2,B
Dalisha board,49.9,662.6,607.4,695.2,604.8,1.7,1417.5,3048.9,286,32.3,51.9,33.4,B
Dalisha board,50,686.3,596.5,728.9,582.4,2.3,4076.4,6644.3,326.5,43.9,105.4,33.3,B
Dalisha board,2179.8,707.3,567.9,734.2,545.1,1.8,2403.6,6597.1,410.3,33.9,91.9,0.8,B
Dalisha board,49.9,710,480.4,738.9,474.8,1.5,953,2375.5,7.2,27.9,40.8,33.3,B
Dalisha board,49.9,724.1,492.3,608.1,535.5,5.5,4732.8,11179.8,173.4,117.7,194.8,33.4,B
Dalisha board,83.2,622.5,600.2,362.6,760.5,12.4,7357,14870.1,1.1,174.2,359.2,60,B
Dalisha board,83.2,380.9,749.3,655.6,649.5,11.9,10405.1,20199.9,1051.5,164.9,421.1,40,B
Dalisha board,49.9,629.1,658.3,688.3,637.2,3,5152.5,8473.4,483.6,58.9,141.2,33.3,B
Dalisha board,66.6,667.5,655.3,752.9,585.6,4.5,5610.9,10635.5,551.6,80.9,180,50,B
Dalisha board,515.8,745.8,602.8,339.3,787.8,19.1,3192.3,15062,18.9,81.8,323,90.3,B
Dalisha board,66.4,473.7,702.6,408.3,787.1,4.4,5373.4,8565.1,503.6,78.3,189.7,50.3,B
Dalisha board,50.2,469.8,751.4,444.1,825.1,2.8,4497.8,8643.2,651.8,76.6,139.1,33.7,B
Dalisha board,698.9,625.5,828.1,648.4,770.9,3.6,210.9,345.6,6.6,7.4,10.3,0,B
Dalisha board,4409.7,698.7,721,692.5,630.3,4.5,1272.8,4609.8,0.6,16.5,74.2,35.8,B
Dalisha board,66.8,688.2,629.6,700.4,613.2,1.3,1259.1,2583.9,137.6,18.7,37.3,50.2,B
Dalisha board,49.9,696.9,604.4,725.9,588,1.7,1871.2,4847.3,2.5,33.1,86.4,66.6,B
Dalisha board,2146.6,716.6,576,835.2,331.3,10.7,545.8,1289.2,2,10.9,22.6,99.2,B
Dalisha board,166.3,802.2,317,693.5,578.2,13.8,10796.6,21499,817.1,181,512.1,69.9,B
Dalisha board,1697.1,685.9,562.1,668.8,530.1,2,10571,24938,249.8,136.1,403,1,B
Dalisha board,83.2,682.5,520.8,510.2,869,15.6,10599.5,22900.2,451.5,219.2,482.5,40,B
Dalisha board,66.6,531.6,821.5,566.5,796.9,2.2,2783,5395.3,568.6,30.9,94.7,50,B
Dalisha board,1031.7,566.7,788.2,742.6,572,13.4,6879.8,19887.5,440.7,193.7,386,3.2,B
Dalisha board,49.9,664.5,626.3,637.4,637.6,1.3,2676.1,4008.6,464.1,31.5,70.3,33.3,B
Dalisha board,66.6,653.2,638.3,673.4,559.1,4.2,5011,9472.3,311.6,57.4,167.7,50.6,B
Dalisha board,83.2,666.9,560.1,1041.3,363.5,21.6,10434.8,17555.9,1190.2,241.7,455.2,40,B
Dalisha board,66.5,957.9,387.2,771.6,392.3,8.6,9178.9,14634.4,2813.4,141.5,326.3,49.7,B
Dalisha board,99.8,734.5,426.4,532.7,727.9,17.8,8592.4,17883.9,7.7,194.5,389.8,33.4,B
Dalisha board,49.9,604.7,723.5,526.1,755,3.2,6284,10574.1,1252.7,82,175.9,33.3,B
Dalisha board,66.5,551.9,757.5,678,744,5.5,6332.8,11063.1,519.3,90.9,225.9,50,B
Dalisha board,83.2,704.4,718.7,878.5,442,17,9839.3,19122.7,11.9,205,435.1,40,B
Dalisha board,66.6,820.6,502.3,598.8,561.8,10.2,9082.4,15759.9,464.1,166.5,378.5,50,B
Dalisha board,1647.4,589.4,556.6,912.7,224.5,24.9,8291.8,26857.3,8.6,104.1,453.7,66.7,B
Dalisha board,66.6,645.8,622.5,444.2,708.7,8.7,7385.4,11385.5,4282.4,187.7,297.3,50,B
Dalisha board,199.7,445.2,690.9,689.5,631.5,10.9,9236,21644.6,164.7,138.3,375,83.3,B
Dalisha board,66,678.2,619.3,581.6,668.4,4.9,6313.9,12624,90.4,81.2,234.8,49.6,B
Dalisha board,815.4,583.8,654.6,431,745.7,6.8,5793.9,15719.9,41.8,105.5,286.5,93.9,B
Dalisha board,83.2,448.2,734.4,307.7,845.2,7.1,9113,15548.1,103.4,141.1,339.4,40.4,B
Dalisha board,565.8,428.4,756.5,890.5,646.7,21.2,12890.9,106601.7,7.7,220.1,1297.8,47.1,B
Dalisha board,66.6,791.3,556.4,567.4,658.6,10.7,9370.5,16290.9,1715.8,173.4,331.7,50,B
Dalisha board,67.4,583.9,630.8,750.4,620.9,7.8,6634.8,12389.8,800.7,117.8,274.1,49.4,B
Dalisha board,50,715.1,597.7,781.1,560.8,4,4658.6,8659.5,450.1,74.7,144.8,33.3,B
Dalisha board,349.4,746,540.7,638.8,530.9,4.8,245.7,380.9,52.4,7.3,15.7,95.2,B
Dalisha board,83.2,646,528.3,525.8,623.3,7,6766.2,12009.6,428.2,107.9,248,40.1,B
Dalisha board,1015,604.8,583.5,628.4,770,7.7,1159.8,3794.8,16.7,14.8,51.9,85.2,B
Dalisha board,33.3,601.3,733.3,619.4,728.8,0.8,1757.3,3363,151.7,28.5,51.7,49.9,B
Dalisha board,49.9,600.1,719.8,651.9,711.2,2.5,2192.6,3792.9,195.3,51.4,89.5,66.7,B
Dalisha board,49.9,633.3,693.4,659.5,676.7,1.5,1551.8,3406,158.2,30.4,70.9,66.7,B
Dalisha board,66.6,646.3,672.8,683.3,668.5,1.7,4814.5,10352.3,0.2,51.5,131.5,50,B
Dalisha board,49.9,601.4,665.4,620.9,629,2,2640.1,4419.8,445.8,41.4,81.4,33.3,B
Dalisha board,316.4,614.5,640.3,659,664.8,2.2,2448.5,10963.6,170.4,32.5,189.1,89.4,B
Dalisha board,33.3,648.9,697.2,670.1,687.5,1.2,2163.4,3795.3,531.6,36.1,64.8,50,B
Dalisha board,49.7,596.7,669.4,612.4,651.9,1.2,2256.6,3577.5,653.2,24.7,53.4,32.6,B
Dalisha board,49.9,597,628.1,629.5,610.7,1.7,1455.8,2493.2,370.6,35.3,61,66.6,B
Dalisha board,50.1,620.6,612.3,658.7,608,1.8,1601.4,3380,489.6,38.6,55.5,33.3,B
Dalisha board,33.3,636.8,606.8,657.9,594.6,1.2,2317.6,4121.2,514,34.3,67.5,50.1,B
Dalisha board,49.9,648.6,582.3,669.6,581.1,1.2,1326.2,2287.8,254.9,21,39.7,33.3,B
Dalisha board,33.4,650.6,618.9,675.8,611,1.4,2344.7,3883.1,806.3,42.5,73.7,49.6,B
Dalisha board,33.3,616.5,545.1,641.6,527.8,1.4,2910.3,5008.9,811.7,43.5,84.5,50,B
Dalisha board,49.9,626.4,500,647.8,488.5,1.3,965.9,1425,315.7,25.2,35.8,66.7,B
Dalisha board,49.9,653.2,487,676.1,471.4,1.3,1478.9,3056.4,452.5,28.8,45.4,33.3,B
Dalisha board,49.9,660.8,468.3,691.9,451.3,1.4,1370.1,2689.5,524.9,35.1,55,66.7,B
Dalisha board,33.4,753.5,494.3,775.5,497.3,1.1,1827.7,3070.6,584.9,35.9,61.3,50.1,B
Dalisha board,33.3,818.4,480.7,825.1,468.3,2.8,1765.6,3530,1.3,39.1,39.1,50,B
Dalisha board,49.9,820.5,428.1,848.7,465.4,2.4,4263.7,6508.6,645.3,45,111.5,33.3,B
Dalisha board,99.9,858.3,458.7,544.4,666,17.7,9332.3,19531.4,1163.6,187.8,434.4,33.3,B
Dalisha board,66.5,577.4,645.6,375.9,696.3,8.4,9748.6,19407,1314.1,154.2,307.1,50,B
Dalisha board,83.2,517,624.7,573.1,771.4,6.5,3457.8,5175.4,1651.3,109.1,139.2,60,B
Dalisha board,49.7,640.9,793.1,670.8,802.5,1.5,2383.1,3797.3,820.8,35.1,61.3,33.1,B
Dalisha board,482.6,684.9,745.5,1084.8,394.5,26.3,6923,14336.6,110,111.7,371.3,89.7,B
Dalisha board,49.6,616.9,813.5,644.7,770.8,2.4,3949.8,6169.9,1196.2,50.7,107.9,32.9,B
Dalisha board,49.9,654.5,770.9,671.6,747,1.5,3056.5,4266.8,1632.3,38.4,75,33.3,B
Dalisha board,83.2,671.6,751.6,631.1,492.2,11.5,9054.5,16837.4,956.4,146.6,371,40,B
Dalisha board,66.8,615.7,499.7,708,484.1,4,5206.5,10265.8,830.9,77.1,152.6,49.8,B
Dalisha board,1131.9,688,475.5,694.5,439,1.7,215.9,637.9,1.4,6.5,9,0,B
Dalisha board,981.7,691.3,435.8,949.6,404.1,11.2,6343.7,16239.9,1.2,88.4,399,15.2,B
Dalisha board,632.3,909.9,395.7,668.8,733.1,20.5,2912.3,7949.5,61.6,44.8,144.2,94.7,B
Dalisha board,765.4,664,690.8,636.6,743.2,1.4,3330.7,15843.4,7,55.4,292.8,95.6,B
Dalisha board,66.2,632,727.2,714,685.1,4.6,3628.8,6399.5,336.3,65.1,147.3,49.7,B
Dalisha board,66.5,673.3,679.7,584,566.4,5.6,4416.3,10679.3,619.2,106.1,209.7,50,B
Dalisha board,66.6,566.5,561,656,469.1,5.2,6094.9,10500.4,0.5,101.8,174.3,25.1,B
Dalisha board,83.2,637.6,466.4,438.9,538.9,9.2,7398.3,18090.5,770.8,117.5,300.9,60,B
Dalisha board,316.2,438.1,533.6,529.3,823.6,12.3,6178.6,22943.6,252.8,114.5,451.6,89.5,B
Dalisha board,49.9,534.1,791.4,574.3,773.2,2.1,2164.8,5472.3,431,42.7,106.7,66.7,B
Dalisha board,1181.9,579.2,756,604.4,791.9,2.6,917.2,2404.4,27.3,16.7,37.8,32.4,B
Dalisha board,83.4,603.7,782.5,697.7,460.8,16.2,9678.3,17659.2,111,189,393.5,40.1,B
Dalisha board,49.9,521.3,534.9,584.3,501.4,3.5,2471.1,4843.7,1272.9,69.2,107.7,66.7,B
Dalisha board,83.2,569.5,500.3,376.2,547.1,8.2,8389.7,18301.5,23.6,122.2,337.7,40,B
Dalisha board,83,381.7,534,569,517.7,7.9,8477.8,17530.8,557.5,111.5,334.5,39.9,B
Dalisha board,882,569.7,522.1,743.9,508.3,7,277.6,625.2,17.4,7,14,98.1,B
Dalisha board,82.9,815.1,475.7,559.8,626.2,13.1,8091.9,19400.2,600.4,165.4,362.9,59.9,B
Dalisha board,83,539.3,614.3,821.8,513.4,14.4,8161.2,18635.2,671.3,169.2,374.7,59.9,B
Dalisha board,515.8,811.2,501.9,488,635.3,15.2,310.8,505.6,73.3,13.5,33.5,96.8,B
Dalisha board,49.9,535.8,627.4,470.7,663.1,2.1,3082.7,7136.2,926.8,73.1,105.7,33.3,B
Dalisha board,1580.8,492.1,645.7,644,580.1,8.8,1506.4,6389.1,2.8,22.1,111.6,1.1,B
Dalisha board,49.9,647.9,578.5,680.4,630.2,2.8,2644.6,4273.5,751.5,59.1,106.2,66.7,B
Dalisha board,83.2,683.4,658.3,719.4,858.9,8.5,10040,17356.4,3.2,152,386.8,40,B
Dalisha board,465.9,707.9,847.9,663.4,820.5,2.4,89.8,244,11.8,5.8,8.1,3.6,B
Dalisha board,50.2,625.1,737.2,656.3,717.6,2,3847.3,5823.4,14.6,43.3,95,33.1,B
Dalisha board,33.3,657,699.4,675.9,715.1,1.1,1886,3771.3,0.8,36.6,68,50,B
Dalisha board,931.9,698.1,718.3,690.8,652.4,3.1,2404.6,4786.5,7,30.2,81.3,96.4,B
Dalisha board,33.3,661.6,631.9,680.1,635.7,0.9,1752.9,3257.5,248.3,29.9,52.3,50.1,B
Dalisha board,982.1,667.8,645.4,703.1,564.7,4.6,860.6,2407.6,1.6,11.4,41.3,3.4,B
Dalisha board,299.6,652.6,567.2,704.8,563.8,2.2,851.8,2065.9,186.7,24.8,49.3,11.1,B
Dalisha board,66.6,663.8,612.8,497.8,716.1,7.5,8302.8,13469.7,16.4,141.5,317.4,50,B
Dalisha board,66.6,522.1,686.5,438.1,729,3.7,6250.7,11930.7,1102.3,74.6,186.9,50.1,B
Dalisha board,915.3,783.6,640.8,847.7,609.3,3.5,513.1,1044.8,16,7,16.3,1.8,B
Dalisha board,532.5,862,605.1,507.9,767.2,16.6,4641.3,16018.6,21,97.3,438,90.6,B
Dalisha board,83.2,539,730.4,837.2,606.7,16.2,10015.1,22192.5,9.1,194.2,439.8,40.3,B
Dalisha board,33.4,793.7,609.7,816.1,599.8,1.3,2403.6,3620.3,1186.8,40.6,67.7,49.8,B
Dalisha board,49.9,793.9,621.2,754.1,626.4,1.7,1577.6,2757.6,404.3,40.6,78,66.8,B
Dalisha board,66.5,724.4,628.5,749,629.4,1.1,2160.3,4421.4,271.5,21.4,67,50,B
Dalisha board,66.6,939.7,375.2,754.7,367.8,6,9124.7,18010.8,179.5,139.4,326.6,50,B
Dalisha board,116.5,665.6,689.2,720.5,630.3,4,1252.1,2963,387.5,38.2,78,85.7,B
Dalisha board,33.3,702.9,612.8,744.8,612.8,1.9,3578.5,6261.2,895.8,64.2,116.1,50,B
Dalisha board,482.6,737.4,601,664.7,573.3,2.9,2734.5,8696.4,58.1,40.2,183.4,93.2,B
Dalisha board,649.1,666,568.9,677.6,547,1,531,854.1,11,4.9,7.3,0,B
Dalisha board,49.9,677.4,543.3,702.1,537.6,1.1,1457,2307.6,663.7,26,54.2,66.6,B
Dalisha board,116.5,759.4,548.1,593.5,642,10.1,3624.3,7941.3,784.4,81,148.6,28.6,B
Dalisha board,66.5,619.2,635.4,710.1,590.2,4.7,4640.4,9020.2,909.3,72.8,180.2,50,B
Dalisha board,66.6,674.4,603.8,775.6,569.8,4.9,4922.5,9912,155.4,75.2,195.1,50,B
Dalisha board,682.3,712.5,586.6,614.3,635.8,5.6,1789.8,3363,173.6,63.4,108.3,4.9,B
Dalisha board,50,632.9,616.2,714.8,599.9,4.2,2627.8,5856.7,506.3,79.2,127.9,66.7,B
Dalisha board,682.2,740.7,585.4,779.3,518,3.8,395.3,619.3,10.2,9.2,15.7,0,B
Dalisha board,465.9,934.4,530.8,738.7,624,9.7,1590.9,4001.3,98.1,22.5,74,7.1,B
Dalisha board,99.8,754.8,619.6,411.2,772.6,15.8,7816.2,18598.3,81.2,189.5,374.1,33.5,B
Dalisha board,49.9,577.8,720.5,632.5,703.2,2.7,2294.5,3718.1,644.6,54.6,109.7,67.1,B
Dalisha board,266.3,604.1,722.6,387.5,816.9,10.9,6159.7,18011.4,94.6,178,330.1,12.5,B
Dalisha board,1663.7,529.2,743,941.3,523.4,22.4,8551.9,40532.2,154.1,174.3,474.8,61,B
Dalisha board,49.9,866.6,527.6,919,525.4,1.4,4666,7936.5,368.9,55.3,117.5,33.8,B
Dalisha board,782.1,834.3,542.6,787.6,593.3,2.2,1206.2,4660.8,17.3,20.6,60.6,4.3,B
Dalisha board,832,798.6,552.7,909.3,547,5,510.5,793.1,16.1,6.6,7.2,2,B
Dalisha board,66.5,673.8,727.9,772.2,707.3,4.9,5279.9,9438,57.4,76.8,168.7,50,B
Dalisha board,2329.6,734.6,703.3,1182.4,524.6,37,9649.2,66450.9,0.5,129.2,782.8,91.4,B
Dalisha board,299.5,1141.9,542,49.6,551.1,34.6,7983.4,20660.5,7.8,199.4,490.3,22.2,B
Dalisha board,83.1,344.3,555,572.7,632.8,10.9,8342.3,15359.2,1600.5,141.6,326.7,40.2,B
Dalisha board,749.1,520.3,655.8,517,312.3,15.8,538.2,1493,2,17.4,23.4,97.7,B
Dalisha board,166.4,556.3,318,517.7,224.8,4.7,4505.2,13246.9,0.1,64.9,217.2,20,B
Dalisha board,998.7,510.2,236.2,493.2,650.2,18.8,6859.7,21858.7,0.5,143.8,422.8,70,B
Dalisha board,399.3,615.3,617.4,668.3,514.6,5.5,470.7,795.4,58.4,10.7,14.9,91.7,B
Dalisha board,615.7,655,488.7,628.5,554,3.3,2042.8,7901.9,17.1,28.1,110,5.4,B
Dalisha board,99.8,626.7,545.1,976.5,458.1,16.6,9517.8,17517.6,237.9,165.3,437.2,33.4,B
Dalisha board,715,949.4,442.6,768.5,497.9,8.4,698.3,2603.4,0.3,13.8,40.3,2.2,B
Dalisha board,66.5,703.2,489.5,497.6,533,8.9,8860.7,14823.9,615.2,149.8,340.8,50,B
Dalisha board,83.2,497,523.9,386.7,532.1,4.8,781.4,2046.3,0,34.4,102.1,80,B
Dalisha board,66.6,405.3,525.9,527.1,523.1,5.6,5827.7,11537.1,1447.4,90.1,223,50,B
Dalisha board,66.6,520.6,507.9,678.6,504.6,7,7268.5,13689.6,1.7,107.9,260.3,50.8,B
Dalisha board,66.6,654.1,491.8,474.6,519.3,6.5,8310.2,14643.9,690.2,127.8,299.9,50,B
Dalisha board,99.8,476.5,508.7,828.6,492.4,15.6,8676.8,16581.5,559.6,165.6,423.9,50,B
Dalisha board,49.9,816,481.4,751.6,483.5,2.8,2443.5,3926.4,477.8,60.2,113.6,66.6,B
Dalisha board,116.5,751.9,479.1,485.6,513.9,11.6,8426.2,14416,497.2,135.1,396.9,57.1,B
Dalisha board,83.2,496.2,498.9,570.1,145,17.4,9434.4,13554.7,851.7,206.7,417.2,40,B
Dalisha board,83.2,582,150.9,242.3,100.5,13.1,8687.1,17376.7,1096.6,193.8,389.8,40,B
Dalisha board,99.8,268.9,73.1,562.4,605.8,26.2,13265.5,30934.3,907.1,286.9,613.9,33.3,B
Dalisha board,66.6,569.3,584.5,703.6,556.7,6.4,6503.2,12505.9,494,96.1,215.1,50,B
Dalisha board,83.2,706.1,545.8,467.4,576.7,10.5,8213.4,18861.7,756,135.6,319.1,60,B
Dalisha board,83,501.8,554.4,868.7,537.8,18.4,10534.8,21115.4,180.4,225.4,463.1,39.8,B
Dalisha board,166.5,844.9,518.1,399.9,364.3,19,8287.9,18010.8,235.8,148.4,406.9,80,B
Dalisha board,66.3,425.5,352.3,342,195.9,7.8,6735.3,13959,370.7,127.5,222.9,50,B
Dalisha board,116.5,397.1,193.9,606.1,214.5,9.3,6061.2,18857.8,98.8,90.6,341.8,42.8,B
Dalisha board,100,603.7,197.4,580.6,659.4,21.3,9118.8,23933.6,155.7,224.1,431.4,33.2,B
Dalisha board,782.3,594.8,629.3,643.2,610.1,2.1,1985.8,4661.6,87.2,24.2,71.8,2.1,B
Dalisha board,249.6,630.3,564.6,639.1,599.7,1.5,416.7,644.2,30,4.9,8.6,6.8,B
Dalisha board,316,637.4,610.2,817.2,72.1,27.5,9236.7,22389.6,45.2,181.7,449.9,15.7,B
Dalisha board,99.8,824.5,132.5,723.5,364.3,13.2,8451.6,20416.2,492,125.8,420.2,66.7,B
Dalisha board,66.5,719.2,369.2,922.5,455.1,8.3,9105.4,16445.7,1414.4,159.3,304.7,50,B
Dalisha board,49.9,912.1,471.4,983.3,493.5,3.9,2351.1,4742.5,11.9,97,122.3,66.6,B
Dalisha board,282.9,984.7,465,457.5,275,20.7,6423.6,14107,0.2,126.3,388.2,58.8,B
Dalisha board,33.3,1019.4,392.8,1023.9,379.7,0,2262.1,3181.3,1343,27.3,38.2,50.1,B
Dalisha board,166.3,1040.9,363.1,567.6,926.1,33.1,17593.8,57091,0,311.2,660.5,10,B
Dalisha board,565.8,594.6,873.7,647.3,784.2,5.7,1092.2,5165.7,0.4,14.1,47.7,5.9,B
Dalisha board,66.6,663.4,778.3,548.8,706.5,5.4,4878.9,8611.4,688.5,103.4,163.2,50,B
Dalisha board,216.3,548,690.4,505.2,328.5,16.9,4824.7,12884.6,158.5,90.3,268.9,15.4,B
Dalisha board,83.2,535.9,326.4,794.8,435.9,12.1,10339,15270.7,812.1,167.8,404.1,40,B
Dalisha board,99.8,768.6,396.9,639.1,741.9,17.1,9382.2,21007.3,912.5,180.5,414.2,33.3,B
Dalisha board,66.7,638.2,711.4,704.1,661.7,4,4436.2,8182.3,132.6,58.9,150.1,50,B
Dalisha board,83.2,697.4,645.5,526,671.3,7.6,6364.3,14334.3,729.1,102.1,245.3,40.1,B
Dalisha board,349.4,513.3,655,652.6,689.6,6.4,3096.9,8773.2,102.3,30.9,147.9,90.5,B
Dalisha board,49.9,648.7,677.5,667.8,676.7,0.9,528.3,1576.7,4,18.5,26.4,33.4,B
Dalisha board,100.1,667.7,675.1,775.2,602.5,6.7,1115.5,1429,802.1,40.6,71.9,83.1,B
Dalisha board,66.5,778.9,595.4,640.3,689.7,7.8,8771.8,16376.4,565.5,119.2,325.3,49.6,B
Dalisha board,1913.4,590.9,673,681.2,611,4.6,456.8,1102,2.4,7.9,17.8,99.1,B
Dalisha board,33.3,681.3,597.4,701.4,597.4,1.1,1798.2,3160.5,435.9,30.1,55.6,50.1,B
Dalisha board,632.3,691.1,618.8,675.1,573.6,2.4,623.9,2131.5,19.7,12.2,48.9,97.4,B
Dalisha board,49.9,665.4,554.5,686.2,555.3,1.1,1113.9,1858.8,211.6,21.3,32.8,66.7,B
Dalisha board,216.3,683.2,568.7,726.9,613.1,3,6480.7,15940.2,128.3,116.3,377,76.9,B
Dalisha board,1946.9,694.6,584.5,670.5,592.2,0.9,773.6,3352.8,16.8,14,54.7,59.8,B
Dalisha board,49.8,673.2,597.9,761.7,584.1,4.3,3021.5,6183.7,909.8,84.5,140.3,66.7,B
Dalisha board,49.9,756.3,602.1,784.7,591.8,1.5,3088.5,4415.3,827.1,30.4,75.1,33.3,B
Dalisha board,66.4,765.3,621.7,662.6,644,4.3,4481.3,7023,523.8,75.3,174.4,49.8,B
Dalisha board,49.9,659,644.3,742.2,631.5,3,4113.5,8294.7,1233,79.9,139.1,33.6,B
Dalisha board,632.3,740.5,626.1,719.9,637.2,0.5,5803,10107.4,43.6,53,153.5,94.8,B
Dalisha board,216.1,722.4,616.6,396.9,273.8,19.9,8156.2,20342.2,391.7,137.5,411.4,15.5,B
Dalisha board,66.7,458.9,287.5,572.3,134.5,10,8673.7,14293.1,653,139.5,331.9,50.2,B
Dalisha board,1647.4,590.7,133.7,540.1,492,16.9,6617.1,20838.6,381.5,115,449.4,22.2,B
Dalisha board,66.6,550.6,482.4,387,483.2,6.8,7046.5,12914.3,363.5,115,282,50,B
Dalisha board,82.5,399.4,467.3,539.8,842.8,14.9,12545.9,19324.8,665.5,227.8,512.9,39.5,B
Dalisha board,82.9,545.3,817.5,795.5,780.2,11.4,8150.7,15260.8,267.8,141.7,341.5,39.8,B
Dalisha board,565.8,920.4,311.6,907.4,313.6,0.5,11158.2,63620.4,0.7,137.5,716.4,35.3,B
Dalisha board,981.8,917.9,316.7,870,688.8,18.8,5968.8,23525.4,24.9,109.9,492.5,3.4,B
Dalisha board,898.5,847,630.4,860.6,576.9,3.6,348.1,596.3,12.9,6.8,10.6,1.9,B
Dalisha board,49.9,850,574.1,857.1,585.9,1,980.1,2188.2,281.4,15.6,37.3,66.7,B
Dalisha board,49.9,830.1,572.4,784,570.6,2,1259,3713.2,3.4,43.7,63.8,33.3,B
Dalisha board,33.3,767.5,565.7,805.7,557.3,1.8,3379.8,6423.3,336.4,55.3,108.3,50,B
Dalisha board,50.2,791.8,554.8,713.8,553.8,3.4,2531.3,6821.6,11.3,74.7,108.2,33.2,B
Dalisha board,731.8,728.2,568.5,823,556.3,4,1715.8,8730.3,192.2,23.7,144.9,2.3,B
Dalisha board,66.8,800,596,669.1,549.8,3.8,6193.8,11804.4,350.2,101.1,194.5,49.8,B
Dalisha board,399.2,691.1,538,262.7,712.1,19,19629,57724.8,382,237.3,680.2,91.7,B
Dalisha board,981.9,471,660.3,352.9,618.6,4.4,4614.3,19076.6,40.9,142.6,427.3,93.2,B
Dalisha board,249.6,483.1,586.1,714.9,669.5,10.9,5733.1,12372.6,747.8,87.7,276.8,13.3,B
Dalisha board,83.2,690.8,660.2,510.9,674.4,7.7,6173.3,14645.8,712.5,102.1,257.2,60,B
Dalisha board,83.2,456.5,660.2,182.5,596.5,11.1,8898.3,17833.6,1083.2,168,352.8,60,B
Dalisha board,66.6,218.5,564.7,403.4,583.4,7.9,8933.1,16713.5,2310.6,141.9,285.8,50,B
Dalisha board,133.1,419.5,589.2,1004.1,665.4,27,7392.7,21073.9,7.6,236.6,414.4,25,B
Dalisha board,49.8,885.6,635.9,947.9,657.2,2.9,6461.2,10138.6,1992.6,71.2,150.6,33.2,B
Dalisha board,33.3,716.5,635,728.9,669.7,1.7,3976,6800.1,1151.9,62.8,102.2,50,B
Dalisha board,66.6,720.1,660.5,456.7,625,11.2,8055.9,15071.6,2128.6,189,326.9,50,B
Dalisha board,1065.4,514,576.9,517.1,240.8,15.7,3855.4,18745.9,15.6,83.1,383.7,56.2,B
Dalisha board,3261.5,1113,735.1,582.7,709.6,20.5,8219,48672.1,16.8,117.6,812,44.9,B
Dalisha board,83.2,562.6,626.3,348.8,559.6,8.9,7464,15735.2,702.6,128.2,298.7,40,B
Dalisha board,1015,380.6,531.5,569.9,740.4,12,5711.4,20756.9,38.6,92.1,456.3,3.3,B
Dalisha board,33.3,595.1,708.1,613.6,706.3,1,1569,2589.7,548.4,30.2,51.7,50,B
Dalisha board,49.9,610.7,697.3,636,689.6,1.3,1048.2,1746.8,298.7,26.4,45.8,66.8,B
Dalisha board,50.1,619,677.9,635.4,670.1,0.9,1298.8,1541.6,891.8,21.2,31.6,33.3,B
Dalisha board,49.9,626.1,668.3,655,660.9,1.4,3215.7,4680.6,862.7,28.8,75.4,33.3,B
Dalisha board,50.2,653.5,678.7,632.2,679.5,0.9,1907.2,2856.5,203.5,21,51.5,33.2,B
